290,290,290,290,290,290,290,290,290,290,290,290,290,342,327,327,327,291,290,290,290,290,290,290,290,290,290,290,290,290
290,290,510,510,510,510,510,510,510,510,510,510,510,342,327,327,327,510,510,510,510,510,510,510,510,510,510,510,290,290
290,290,526,526,526,526,526,526,526,526,526,526,526,421,421,421,421,526,526,526,526,526,526,526,526,526,526,526,290,290
290,290,404,404,420,420,436,436,436,436,436,436,436,436,405,436,437,437,437,437,104,437,437,421,421,405,404,404,290,290
290,290,404,405,420,420,436,436,405,405,436,436,436,436,436,436,436,436,405,405,405,421,421,421,421,405,405,404,290,290
290,290,404,420,420,420,436,436,436,436,436,436,405,436,405,405,405,436,436,436,436,436,436,421,421,405,404,404,290,290
290,290,404,420,420,420,436,436,436,436,436,436,405,405,405,436,436,436,405,436,436,436,405,421,421,421,404,405,290,290
290,290,404,420,420,436,436,436,405,405,436,436,436,436,436,436,405,405,405,436,436,436,436,436,421,421,405,404,290,290
290,290,420,420,420,436,436,405,405,405,436,436,436,436,405,405,405,405,405,405,405,405,405,421,421,405,404,404,290,290
290,290,420,420,420,405,405,405,405,436,436,436,436,405,405,405,405,405,405,405,405,405,421,421,421,405,404,404,290,290
290,290,404,420,420,420,420,405,405,436,405,405,405,405,405,405,405,405,405,405,405,421,421,421,405,404,404,404,290,290
290,290,104,404,420,420,420,405,437,437,405,405,405,405,405,405,405,405,405,405,405,405,405,404,404,404,404,104,290,290
290,290,456,456,456,456,456,456,456,456,456,456,456,405,405,405,436,456,456,456,456,456,456,456,456,456,456,456,290,290
290,290,496,496,496,496,496,496,496,496,496,496,496,405,405,405,405,496,496,496,496,496,496,496,496,496,496,497,290,290
290,290,512,512,512,512,512,512,512,512,512,512,512,405,405,405,405,512,512,512,512,512,512,512,512,512,512,513,290,290
282,282,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,282,282
298,298,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,298,298
327,327,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,327,327
327,327,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,327,327
290,290,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,290,290
290,290,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,290,290
290,290,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,290,290
290,290,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,290,290
290,290,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,290,290
290,290,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,290,290
290,290,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,290,290
290,290,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,290,290
290,290,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,290,290
290,290,290,290,290,290,290,290,290,290,290,290,290,342,327,327,327,291,290,290,290,290,290,290,290,290,290,290,290,290
290,290,290,290,290,290,290,290,290,290,290,290,290,342,327,327,327,291,290,290,290,290,290,290,290,290,290,290,290,290
