37,37,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,37,37
37,37,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,37,37
35,35,40,41,41,41,41,41,41,41,41,41,41,41,214,214,41,41,41,41,41,41,41,41,41,41,41,42,35,35
35,35,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,35,35
35,35,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,35,35
35,35,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,35,35
35,35,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,35,35
35,35,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,35,35
35,35,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,35,35
35,35,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,35,35
35,35,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,35,35
27,27,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,27,27
35,35,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,35,35
43,43,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,43,43
212,212,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,212,212
212,212,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,212,212
35,35,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,35,35
35,35,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,35,35
35,35,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,35,35
35,35,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,35,35
35,35,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,35,35
35,35,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,35,35
35,35,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,35,35
35,35,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,35,35
35,35,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,35,35
35,35,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,35,35
35,35,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,205,206,35,35
35,35,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,35,35
35,35,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,35,35
